Document name,Coded Segments,Codes,Var1,Var2 ,Polarity,Comments
Chung-Hall et al_2023_Illicit cigarette purchasing after impleme,"Similarly, menthol bans have not appeared ??to increase purchasing of non-menthol cigarettes from First ??Nations reserves.","Menthol Flavor Ban
=
Cross Border Purchasing of non-menthol cigarettes
Agree",Menthol Flavor Ban,Cross Border Purchasing of non-menthol cigarettes,=,Review: var2 should specify First Nations Reserves
Chung-Hall et al_2023_Illicit cigarette purchasing after impleme,,"Menthol Flavor Ban
- (O)
Current Cigarette smoking (+) (+)
Agree",Menthol Flavor Ban,Current Cigarette smoking (+) (+),- (O),"""Image that showing preban menthol smokers -> currently not smoking (21.5%)"" Review: the screenshot here does not provide enough context"
Chung-Hall et al_2023_Illicit cigarette purchasing after impleme,,"Post-ban self-reported menthol cigarette smoking (+)
+(S)
Menthol Cigarette Use Missclassificaton (+)
Agree",Post-ban self-reported menthol cigarette smoking (+),Menthol Cigarette Use Missclassificaton (+),+(S), 
Chung-Hall et al_2023_Illicit cigarette purchasing after impleme,,"Menthol Flavor Ban
+(S)
Menthol smoker transition to non-menthol cig
Agree",Menthol Flavor Ban,Menthol smoker transition to non-menthol cig,+(S), 
Chung-Hall et al_2023_Illicit cigarette purchasing after impleme,,"Menthol Flavor Ban
- (O)
Post-ban self-reported menthol cigarette smoking
Agree",Menthol Flavor Ban,Post-ban self-reported menthol cigarette smoking,- (O),"""Among the subset of 138 pre-ban menthol smokers, 36 (19.5%) said they still smoked menthols at post-ban"""
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,"There was an ??even distribution of menthol and non-menthol smokers across ??all demographic and smoking-related behaviour groups at Wave ??1, except for a higher distribution of menthol smokers in the ??younger (18–24 and 25–39) age groups","Being 18-39 year old smoker (vs 40+)
+(S)
Menthol Cigarette Smoking
Agree",Being 18-39 year old smoker (vs 40+),Menthol Cigarette Smoking,+(S),Review: Fix var1 to show age groups (18-39 vs. 40+ years old)
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,higher education ??group.,"Education Level (+) (+) (+) (+)
+(S)
Menthol Cigarette Smoking
Agree",Education Level (+) (+) (+) (+),Menthol Cigarette Smoking,+(S),"""There was an even distribution of menthol and non-menthol smokers across all demographic and smoking-related behaviour groups at Wave 1, except for a higher distribution of menthol smokers in the younger (18–24 and 25–39) age groups, and higher education group."""
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,"Overall, pre-ban menthol smokers were significantly more ??likely than pre-ban non-menthol smokers to continue using ??menthol cigarettes at follow-up.","Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes)
+(S)
Post-ban self-reported menthol cigarette smoking
Agree",Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes),Post-ban self-reported menthol cigarette smoking,+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,Pre-ban menthol smokers were ??less likely than pre-ban non-menthol smokers to report using ??non-menthol cigarettes at follow-up,"Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes)
- (O)
Smoking non-menthol cigarettes post- menthol ban
Agree",Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes),Smoking non-menthol cigarettes post- menthol ban,- (O), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,Menthol smokers were significantly more likely than non-menthol smokers to attempt to quit at follow-up (adjusted OR ??(aOR)=1.61; 95% CI 1.03 to 2.51).,"Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes)
+(S)
Quit Attempts (Post Ban) (+) (+) (+) (+)
Agree",Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes),Quit Attempts (Post Ban) (+) (+) (+) (+),+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,Smokers who did not make ??a quit attempt before bans were less likely than those who made ??a pre-ban quit attempt to make a quit attempt at follow-up,"Making a quit attempt pre-menthol ban
+(S)
Quit Attempts (Post Ban) (+) (+) (+) (+)
Agree",Making a quit attempt pre-menthol ban,Quit Attempts (Post Ban) (+) (+) (+) (+),+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,Smokers with no plans to quit before bans were also less likely ??than those with plans to quit before bans to make a quit attempt ??at follow-up.,"Planning to quit smoking pre-menthol ban
+(S)
Quit Attempts (Post Ban) (+) (+) (+) (+)
Agree",Planning to quit smoking pre-menthol ban,Quit Attempts (Post Ban) (+) (+) (+) (+),+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,non-White smokers were more likely ??than White smokers to make a quit attempt at follow-up.,"Being Non-white (vs. White)
+(S)
Quit Attempts (Post Ban) (+) (+) (+) (+)
Agree",Being Non-white (vs. White),Quit Attempts (Post Ban) (+) (+) (+) (+),+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,There was no significant difference in short-term quitting after ??the nationwide menthol ban between menthol smokers and non-menthol smokers (aOR=1.30; 95% CI 0.56 to 3.01).,"Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes)
=
Short-term quitting after menthol ban
Agree",Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes),Short-term quitting after menthol ban,=, 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,Smokers with high income and those who did not report ??income were more likely than smokers with low income to be ??short-term quitters.,"having high household income (>$75,000 annually)
+(S)
Short-term quitting after menthol ban
Agree","having high household income (>$75,000 annually)",Short-term quitting after menthol ban,+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,"Compared with smokers with lower nico?tine dependence, those with higher nicotine dependence were ??less likely to be short-term quitters","Having a higher nicotine dependence (vs. lower)
- (O)
Short-term quitting after menthol ban
Agree",Having a higher nicotine dependence (vs. lower),Short-term quitting after menthol ban,- (O), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,Menthol smokers were significantly more likely than non-menthol smokers to be long-term quitters who remained quit ??after the nationwide menthol ban (aOR=2.30; 95% CI 1.06 ??to 5.01).,"Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes)
+(S)
quitting smoking post-menthol cigarette ban
Agree",Being a pre-ban menthol cigarette smoker (vs. no pre-ban use of menthol cigarettes),quitting smoking post-menthol cigarette ban,+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,"Among pre-ban daily smokers, daily menthol smokers were ??significantly more likely than daily non-menthol smokers to have ??made a quit attempt (58.8% vs 47.0%, aOR=1.88, p","Being a pre-ban daily menthol cigarette smoker (vs non-menthol smoker) (+)
+(S)
smoking quit attempt post-menthol cigarette ban
Agree",Being a pre-ban daily menthol cigarette smoker (vs non-menthol smoker) (+),smoking quit attempt post-menthol cigarette ban,+(S), 
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,"have quit successfully (21.0% vs 11.6%, aOR=2.21, p","Being a pre-ban daily menthol cigarette smoker (vs non-menthol smoker) (+)
+(S)
Quitting smoking post-menthol ban (+)
Agree",Being a pre-ban daily menthol cigarette smoker (vs non-menthol smoker) (+),Quitting smoking post-menthol ban (+),+(S),"""Among pre-ban daily smokers, daily menthol smokers were significantly more likely than daily non-menthol smokers to have made a quit attempt (58.8% vs 47.0%, aOR=1.88, p"
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,long-term quit,"Being a pre-ban daily menthol cigarette smoker (vs non-menthol smoker) (+)
+(S)
Long-term quitting after menthol ban
Agree",Being a pre-ban daily menthol cigarette smoker (vs non-menthol smoker) (+),Long-term quitting after menthol ban,+(S),"""Among pre-ban daily smokers, daily menthol smokers were significantly more likely than daily non-menthol smokers to have made a quit attempt (58.8% vs 47.0%, aOR=1.88, p"
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,quit attempts,"Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker)
=
smoking quit attempt post-menthol cigarette ban
Agree",Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker),smoking quit attempt post-menthol cigarette ban,=,"""Among pre-ban non-daily smokers, there were no significant differences in quit attempts, quit success, and short-term and long-term quit between non-daily menthol smokers and non-daily non-menthol smokers."""
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,quit success,"Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker)
=
quitting smoking post-menthol cigarette ban
Agree",Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker),quitting smoking post-menthol cigarette ban,=,"""Among pre-ban non-daily smokers, there were no significant differences in quit attempts, quit success, and short-term and long-term quit between non-daily menthol smokers and non-daily non-menthol smokers."""
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,short-term,"Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker)
=
Short-term quitting after menthol ban
Agree",Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker),Short-term quitting after menthol ban,=,"""Among pre-ban non-daily smokers, there were no significant differences in quit attempts, quit success, and short-term and long-term quit between non-daily menthol smokers and non-daily non-menthol smokers."""
Chung-Hall_2021_Evaluating the impact of menthol cigarette bans ,long-term quit,"Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker)
=
Long-term quitting after menthol ban
Agree",Being a pre-ban non-daily menthol smoker (vs non-daily non-menthol smoker),Long-term quitting after menthol ban,=,"""Among pre-ban non-daily smokers, there were no significant differences in quit attempts, quit success, and short-term and long-term quit between non-daily menthol smokers and non-daily non-menthol smokers."""
Czaplicki et al_2019_Compliance with the City of Chicago’s parti,"In the bivariate analysis, compli?ance did not vary significantly by store type (p=0.13","store type
=
Compliance with ban on menthol cigarette sales within 500 feet of schools
Agree",store type,Compliance with ban on menthol cigarette sales within 500 feet of schools,=,"""In this sample, the majority of stores were independent convenience stores (25%) or gas stations (35%). Approximately 7.5% of stores were located in the city centre, while the remaining stores were distributed throughout the North (29%), West (29%) and South (35%) sides. In the bivariate analysis, compliance did not vary significantly by store type (p=0.13), although a greater proportion of non-compliant stores were gas stations (table 1). """
Czaplicki et al_2019_Compliance with the City of Chicago’s parti,a greater proportion of non-compliant stores were gas stations,"being a gas station (vs. other store types)
- (O)
Compliance with ban on menthol cigarette sales within 500 feet of schools
Agree",being a gas station (vs. other store types),Compliance with ban on menthol cigarette sales within 500 feet of schools,- (O),"""In this sample, the majority of stores were independent convenience stores (25%) or gas stations (35%). Approximately 7.5% of stores were located in the city centre, while the remaining stores were distributed throughout the North (29%), West (29%) and South (35%) sides. In the bivariate analysis, compliance did not vary significantly by store type (p=0.13), although a greater proportion of non-compliant stores were gas stations (table 1). """
Czaplicki et al_2019_Compliance with the City of Chicago’s parti,All pharmacies assessed were owned by the same ??company and all were compliant.,"Being a pharmacy (vs. other store types)
+(S)
Compliance with ban on menthol cigarette sales within 500 feet of schools
Agree",Being a pharmacy (vs. other store types),Compliance with ban on menthol cigarette sales within 500 feet of schools,+(S), 
Czaplicki et al_2019_Compliance with the City of Chicago’s parti,Compliance did not vary significantly by distance to a ??high school,"tobacco retailer distance from a high school (?250 vs 251-500 feet)
=
Compliance with ban on menthol cigarette sales within 500 feet of schools
Agree",tobacco retailer distance from a high school (?250 vs 251-500 feet),Compliance with ban on menthol cigarette sales within 500 feet of schools,=,Review: V2 cannot vary given V1 is distances from a school. V2 needs to be changed to just compliance.
Czaplicki et al_2019_Compliance with the City of Chicago’s parti,high school type,"Tobacco retailer being near a public high school (vs private)
=
Compliance with ban on menthol cigarette sales within 500 feet of schools
Agree",Tobacco retailer being near a public high school (vs private),Compliance with ban on menthol cigarette sales within 500 feet of schools,=,"""Compliance did not vary significantly by distance to a high school, high school type, neighbourhood characteristics or geographic location in the bivariate analysis."""
Czaplicki et al_2019_Compliance with the City of Chicago’s parti,a higher proportion of stores ??with any menthol cigarette advertisements were gas stations,"being a gas station (vs. other store types)
+(S)
Having any menthol cigarette advertisements
Agree",being a gas station (vs. other store types),Having any menthol cigarette advertisements,+(S), 
Czaplicki et al_2019_Compliance with the City of Chicago’s parti,"In the unadjusted model, gas stations had 77% ??lower odds of compliance compared with larger or chain stores","being a gas station (vs. other store types)
- (O)
Compliance with ban on menthol cigarette sales within 500 feet of schools
Agree",being a gas station (vs. other store types),Compliance with ban on menthol cigarette sales within 500 feet of schools,- (O), 
